column_a,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,fulldate,fulltime,fulldatewithtime,date
78004,T03530971,A00000022,Credit,,171.2,39280.9,Interest Credited,,,2014,7,31,2014-07-31,10:59:12,2014-07-31T10:59:12,2014-07-31
78355,T00253180,A00000866,Debit,Cash Withdrawal,4000.0,29706.2,,,,2014,8,3,2014-08-03,15:56:17,2014-08-03T15:56:17,2014-08-03
78767,T00252952,A00000866,Debit,Remittance to Another Bank,3844.0,25862.2, ,U.S. Bancorp,70676672.0,2014,8,5,2014-08-05,15:28:18,2014-08-05T15:28:18,2014-08-05
79746,T00252880,A00000866,Debit,Remittance to Another Bank,504.0,24893.2,Insurance Payment,Bank of America,94022661.0,2014,8,8,2014-08-08,12:58:52,2014-08-08T12:58:52,2014-08-08
79748,T00252736,A00000866,Debit,Remittance to Another Bank,465.0,25397.2,Household,State Street Corp.,81990486.0,2014,8,8,2014-08-08,13:38:45,2014-08-08T13:38:45,2014-08-08
80364,T00252808,A00000866,Debit,Remittance to Another Bank,38.0,24855.2, ,Citigroup,26753026.0,2014,8,10,2014-08-10,15:59:01,2014-08-10T15:59:01,2014-08-10
80687,T00252664,A00000866,Credit,Credit in Cash,12644.0,37499.2,,,,2014,8,11,2014-08-11,14:55:29,2014-08-11T14:55:29,2014-08-11
81025,T00005188,A00000022,Credit,Credit in Cash,16873.0,56153.9,,,,2014,8,12,2014-08-12,14:11:46,2014-08-12T14:11:46,2014-08-12
82325,T00005406,A00000022,Debit,Cash Withdrawal,15100.0,41053.9,,,,2014,8,20,2014-08-20,10:34:25,2014-08-20T10:34:25,2014-08-20
82332,T00253069,A00000866,Debit,Cash Withdrawal,4200.0,33299.2,,,,2014,8,20,2014-08-20,09:03:17,2014-08-20T09:03:17,2014-08-20
83330,T03558817,A00000866,Credit,,137.1,33436.3,Interest Credited,,,2014,8,31,2014-08-31,14:40:49,2014-08-31T14:40:49,2014-08-31
84928,T00005350,A00000022,Debit,Cash Withdrawal,14.6,41205.4,Payment on Statement,,,2014,8,31,2014-08-31,16:47:08,2014-08-31T16:47:08,2014-08-31
85540,T00253110,A00000866,Debit,Cash Withdrawal,14.6,33421.7,Payment on Statement,,,2014,8,31,2014-08-31,14:19:19,2014-08-31T14:19:19,2014-08-31
85582,T03530972,A00000022,Credit,,166.1,41220.0,Interest Credited,,,2014,8,31,2014-08-31,11:25:15,2014-08-31T11:25:15,2014-08-31
85877,T00253181,A00000866,Debit,Cash Withdrawal,1900.0,31521.7,,,,2014,9,2,2014-09-02,08:49:59,2014-09-02T08:49:59,2014-09-02
86356,T00252953,A00000866,Debit,Remittance to Another Bank,3844.0,27677.7, ,U.S. Bancorp,70676672.0,2014,9,5,2014-09-05,08:09:41,2014-09-05T08:09:41,2014-09-05
87364,T00252881,A00000866,Debit,Remittance to Another Bank,504.0,26708.7,Insurance Payment,Bank of America,94022661.0,2014,9,8,2014-09-08,15:03:14,2014-09-08T15:03:14,2014-09-08
87366,T00252737,A00000866,Debit,Remittance to Another Bank,465.0,27212.7,Household,State Street Corp.,81990486.0,2014,9,8,2014-09-08,16:48:41,2014-09-08T16:48:41,2014-09-08
87962,T00005249,A00000022,Debit,Remittance to Another Bank,6352.0,34853.4,Household,Capital One,34691494.0,2014,9,10,2014-09-10,08:25:13,2014-09-10T08:25:13,2014-09-10
88029,T00252809,A00000866,Debit,Remittance to Another Bank,38.0,26670.7, ,Citigroup,26753026.0,2014,9,10,2014-09-10,12:09:47,2014-09-10T12:09:47,2014-09-10
88368,T00252665,A00000866,Credit,Credit in Cash,12644.0,39314.7,,,,2014,9,11,2014-09-11,11:09:41,2014-09-11T11:09:41,2014-09-11
88734,T00005189,A00000022,Credit,Credit in Cash,16873.0,51726.4,,,,2014,9,12,2014-09-12,10:51:30,2014-09-12T10:51:30,2014-09-12
90006,T00005407,A00000022,Debit,Cash Withdrawal,13600.0,38126.4,,,,2014,9,19,2014-09-19,10:21:00,2014-09-19T10:21:00,2014-09-19
91091,T03558818,A00000866,Credit,,150.0,39464.6,Interest Credited,,,2014,9,30,2014-09-30,11:11:01,2014-09-30T11:11:01,2014-09-30
92729,T00005351,A00000022,Debit,Cash Withdrawal,14.6,38288.6,Payment on Statement,,,2014,9,30,2014-09-30,12:51:27,2014-09-30T12:51:27,2014-09-30
93374,T00253111,A00000866,Debit,Cash Withdrawal,14.6,39450.0,Payment on Statement,,,2014,9,30,2014-09-30,13:03:22,2014-09-30T13:03:22,2014-09-30
93418,T03530973,A00000022,Credit,,176.8,38303.2,Interest Credited,,,2014,9,30,2014-09-30,11:10:07,2014-09-30T11:10:07,2014-09-30
93729,T00253182,A00000866,Debit,Cash Withdrawal,5300.0,34150.0,,,,2014,10,2,2014-10-02,16:24:12,2014-10-02T16:24:12,2014-10-02
93789,T00005317,A00000022,Debit,Cash Withdrawal,2100.0,36188.6,,,,2014,10,3,2014-10-03,11:50:49,2014-10-03T11:50:49,2014-10-03
94243,T00252954,A00000866,Debit,Remittance to Another Bank,3844.0,30306.0, ,U.S. Bancorp,70676672.0,2014,10,5,2014-10-05,08:44:49,2014-10-05T08:44:49,2014-10-05
95285,T00252882,A00000866,Debit,Remittance to Another Bank,504.0,29802.0,Insurance Payment,Bank of America,94022661.0,2014,10,8,2014-10-08,12:45:07,2014-10-08T12:45:07,2014-10-08
95289,T00252738,A00000866,Debit,Remittance to Another Bank,465.0,29337.0,Household,State Street Corp.,81990486.0,2014,10,8,2014-10-08,16:06:03,2014-10-08T16:06:03,2014-10-08
95895,T00005250,A00000022,Debit,Remittance to Another Bank,6352.0,29836.6,Household,Capital One,34691494.0,2014,10,10,2014-10-10,09:21:60,2014-10-10T09:21:60,2014-10-10
95959,T00252810,A00000866,Debit,Remittance to Another Bank,38.0,29299.0, ,Citigroup,26753026.0,2014,10,10,2014-10-10,12:36:34,2014-10-10T12:36:34,2014-10-10
96293,T00252666,A00000866,Credit,Credit in Cash,12644.0,41943.0,,,,2014,10,11,2014-10-11,08:39:50,2014-10-11T08:39:50,2014-10-11
96668,T00005190,A00000022,Credit,Credit in Cash,16873.0,46709.6,,,,2014,10,12,2014-10-12,10:14:06,2014-10-12T10:14:06,2014-10-12
98007,T00005408,A00000022,Debit,Cash Withdrawal,13300.0,33409.6,,,,2014,10,19,2014-10-19,14:45:24,2014-10-19T14:45:24,2014-10-19
99210,T03558819,A00000866,Credit,,163.0,42106.0,Interest Credited,,,2014,10,31,2014-10-31,15:31:17,2014-10-31T15:31:17,2014-10-31
100911,T00005352,A00000022,Debit,Cash Withdrawal,14.6,33551.7,Payment on Statement,,,2014,10,31,2014-10-31,11:15:48,2014-10-31T11:15:48,2014-10-31
101570,T00253112,A00000866,Debit,Cash Withdrawal,14.6,42091.4,Payment on Statement,,,2014,10,31,2014-10-31,08:24:34,2014-10-31T08:24:34,2014-10-31
101613,T03530974,A00000022,Credit,,156.7,33566.3,Interest Credited,,,2014,10,31,2014-10-31,12:22:05,2014-10-31T12:22:05,2014-10-31
101834,T00253183,A00000866,Debit,Cash Withdrawal,7000.0,35091.4,,,,2014,11,1,2014-11-01,16:29:02,2014-11-01T16:29:02,2014-11-01
102419,T00252955,A00000866,Debit,Remittance to Another Bank,3844.0,31247.4, ,U.S. Bancorp,70676672.0,2014,11,5,2014-11-05,11:47:32,2014-11-05T11:47:32,2014-11-05
103498,T00252883,A00000866,Debit,Remittance to Another Bank,504.0,30278.4,Insurance Payment,Bank of America,94022661.0,2014,11,8,2014-11-08,10:49:24,2014-11-08T10:49:24,2014-11-08
103502,T00252739,A00000866,Debit,Remittance to Another Bank,465.0,30782.4,Household,State Street Corp.,81990486.0,2014,11,8,2014-11-08,16:58:09,2014-11-08T16:58:09,2014-11-08
104121,T00005251,A00000022,Debit,Remittance to Another Bank,6352.0,27199.7,Household,Capital One,34691494.0,2014,11,10,2014-11-10,08:25:58,2014-11-10T08:25:58,2014-11-10
104191,T00252811,A00000866,Debit,Remittance to Another Bank,38.0,30240.4, ,Citigroup,26753026.0,2014,11,10,2014-11-10,16:39:11,2014-11-10T16:39:11,2014-11-10
104524,T00252667,A00000866,Credit,Credit in Cash,12644.0,42884.4,,,,2014,11,11,2014-11-11,08:00:40,2014-11-11T08:00:40,2014-11-11
104906,T00005191,A00000022,Credit,Credit in Cash,16873.0,44072.7,,,,2014,11,12,2014-11-12,08:18:00,2014-11-12T08:18:00,2014-11-12
105834,T00005320,A00000022,Debit,Cash Withdrawal,3800.0,40272.7,,,,2014,11,15,2014-11-15,08:59:54,2014-11-15T08:59:54,2014-11-15
106155,T00005409,A00000022,Debit,Cash Withdrawal,7400.0,32872.7,,,,2014,11,18,2014-11-18,09:35:29,2014-11-18T09:35:29,2014-11-18
107426,T03558820,A00000866,Credit,,167.6,43052.0,Interest Credited,,,2014,11,30,2014-11-30,10:01:04,2014-11-30T10:01:04,2014-11-30
109162,T00005353,A00000022,Debit,Cash Withdrawal,14.6,33003.8,Payment on Statement,,,2014,11,30,2014-11-30,12:05:54,2014-11-30T12:05:54,2014-11-30
109835,T00253113,A00000866,Debit,Cash Withdrawal,14.6,43037.4,Payment on Statement,,,2014,11,30,2014-11-30,13:27:22,2014-11-30T13:27:22,2014-11-30
109890,T03530975,A00000022,Credit,,145.7,33018.4,Interest Credited,,,2014,11,30,2014-11-30,08:23:45,2014-11-30T08:23:45,2014-11-30
110146,T00253184,A00000866,Debit,Cash Withdrawal,4700.0,38337.4,,,,2014,12,1,2014-12-01,08:51:38,2014-12-01T08:51:38,2014-12-01
110370,T00005311,A00000022,Debit,Cash Withdrawal,2500.0,30503.8,,,,2014,12,3,2014-12-03,15:22:56,2014-12-03T15:22:56,2014-12-03
110902,T00252956,A00000866,Debit,Remittance to Another Bank,3844.0,34493.4, ,U.S. Bancorp,70676672.0,2014,12,5,2014-12-05,12:13:01,2014-12-05T12:13:01,2014-12-05
112133,T00252884,A00000866,Debit,Remittance to Another Bank,504.0,33524.4,Insurance Payment,Bank of America,94022661.0,2014,12,8,2014-12-08,11:34:51,2014-12-08T11:34:51,2014-12-08
112138,T00252740,A00000866,Debit,Remittance to Another Bank,465.0,34028.4,Household,State Street Corp.,81990486.0,2014,12,8,2014-12-08,10:30:38,2014-12-08T10:30:38,2014-12-08
112884,T00005252,A00000022,Debit,Remittance to Another Bank,6352.0,24151.8,Household,Capital One,34691494.0,2014,12,10,2014-12-10,14:40:11,2014-12-10T14:40:11,2014-12-10
112966,T00252812,A00000866,Debit,Remittance to Another Bank,38.0,33486.4, ,Citigroup,26753026.0,2014,12,10,2014-12-10,12:46:32,2014-12-10T12:46:32,2014-12-10
113362,T00252668,A00000866,Credit,Credit in Cash,18966.0,52452.4,,,,2014,12,11,2014-12-11,09:01:15,2014-12-11T09:01:15,2014-12-11
113793,T00005192,A00000022,Credit,Credit in Cash,25310.0,49461.8,,,,2014,12,12,2014-12-12,08:39:10,2014-12-12T08:39:10,2014-12-12
115037,T00253018,A00000866,Debit,Cash Withdrawal,2300.0,50152.4,,,,2014,12,16,2014-12-16,08:19:16,2014-12-16T08:19:16,2014-12-16
115319,T00005410,A00000022,Debit,Cash Withdrawal,14100.0,35361.8,,,,2014,12,18,2014-12-18,12:57:60,2014-12-18T12:57:60,2014-12-18
115605,T00253070,A00000866,Debit,Cash Withdrawal,1100.0,49052.4,,,,2014,12,20,2014-12-20,10:48:59,2014-12-20T10:48:59,2014-12-20
117207,T03558821,A00000866,Credit,,190.2,49242.6,Interest Credited,,,2014,12,31,2014-12-31,13:51:27,2014-12-31T13:51:27,2014-12-31
118956,T00005354,A00000022,Debit,Cash Withdrawal,14.6,35500.0,Payment on Statement,,,2014,12,31,2014-12-31,09:19:23,2014-12-31T09:19:23,2014-12-31
119631,T00253185,A00000866,Debit,Cash Withdrawal,8000.0,41242.6,,,,2014,12,31,2014-12-31,14:21:53,2014-12-31T14:21:53,2014-12-31
119634,T00253114,A00000866,Debit,Cash Withdrawal,14.6,41228.0,Payment on Statement,,,2014,12,31,2014-12-31,16:11:35,2014-12-31T16:11:35,2014-12-31
119682,T03530976,A00000022,Credit,,152.8,35514.6,Interest Credited,,,2014,12,31,2014-12-31,09:12:55,2014-12-31T09:12:55,2014-12-31
121726,T00252957,A00000866,Debit,Remittance to Another Bank,3844.0,37384.0, ,U.S. Bancorp,70676672.0,2015,1,5,2015-01-05,16:55:01,2015-01-05T16:55:01,2015-01-05
123558,T00252885,A00000866,Debit,Remittance to Another Bank,504.0,36415.0,Insurance Payment,Bank of America,94022661.0,2015,1,8,2015-01-08,16:52:01,2015-01-08T16:52:01,2015-01-08
123560,T00252741,A00000866,Debit,Remittance to Another Bank,465.0,36919.0,Household,State Street Corp.,81990486.0,2015,1,8,2015-01-08,08:02:56,2015-01-08T08:02:56,2015-01-08
124573,T00005253,A00000022,Debit,Remittance to Another Bank,6352.0,29148.0,Household,Capital One,34691494.0,2015,1,10,2015-01-10,15:38:14,2015-01-10T15:38:14,2015-01-10
124691,T00252813,A00000866,Debit,Remittance to Another Bank,38.0,36377.0, ,Citigroup,26753026.0,2015,1,10,2015-01-10,14:34:48,2015-01-10T14:34:48,2015-01-10
125300,T00252669,A00000866,Credit,Credit in Cash,12644.0,49021.0,,,,2015,1,11,2015-01-11,14:32:59,2015-01-11T14:32:59,2015-01-11
125909,T00005193,A00000022,Credit,Credit in Cash,16873.0,46021.0,,,,2015,1,12,2015-01-12,12:34:48,2015-01-12T12:34:48,2015-01-12
127264,T00253037,A00000866,Debit,Cash Withdrawal,1900.0,47121.0,,,,2015,1,14,2015-01-14,08:28:57,2015-01-14T08:28:57,2015-01-14
127622,T00253036,A00000866,Debit,Cash Withdrawal,1600.0,45521.0,,,,2015,1,15,2015-01-15,11:44:28,2015-01-15T11:44:28,2015-01-15
127959,T00253035,A00000866,Debit,Cash Withdrawal,2300.0,43221.0,,,,2015,1,16,2015-01-16,09:00:30,2015-01-16T09:00:30,2015-01-16
128186,T00005411,A00000022,Debit,Cash Withdrawal,8500.0,37521.0,,,,2015,1,17,2015-01-17,13:07:28,2015-01-17T13:07:28,2015-01-17
129118,T00005307,A00000022,Debit,Cash Withdrawal,2500.0,35021.0,,,,2015,1,20,2015-01-20,10:46:39,2015-01-20T10:46:39,2015-01-20
129405,T00005322,A00000022,Debit,Cash Withdrawal,4700.0,30321.0,,,,2015,1,21,2015-01-21,10:05:40,2015-01-21T10:05:40,2015-01-21
130962,T00253013,A00000866,Debit,Cash Withdrawal,6000.0,37221.0,,,,2015,1,26,2015-01-26,08:17:51,2015-01-26T08:17:51,2015-01-26
131242,T00253039,A00000866,Debit,Cash Withdrawal,2400.0,33021.0,,,,2015,1,27,2015-01-27,11:25:50,2015-01-27T11:25:50,2015-01-27
131243,T00253040,A00000866,Debit,Cash Withdrawal,1800.0,35421.0,,,,2015,1,27,2015-01-27,12:54:31,2015-01-27T12:54:31,2015-01-27
131533,T00253038,A00000866,Debit,Cash Withdrawal,1700.0,31321.0,,,,2015,1,28,2015-01-28,12:07:47,2015-01-28T12:07:47,2015-01-28
132166,T00253186,A00000866,Credit,Credit in Cash,1400.0,32721.0,,,,2015,1,30,2015-01-30,11:33:37,2015-01-30T11:33:37,2015-01-30
132549,T03558822,A00000866,Credit,,169.9,32890.9,Interest Credited,,,2015,1,31,2015-01-31,16:36:59,2015-01-31T16:36:59,2015-01-31
134414,T00005355,A00000022,Debit,Cash Withdrawal,14.6,30454.4,Payment on Statement,,,2015,1,31,2015-01-31,10:51:16,2015-01-31T10:51:16,2015-01-31
135111,T00253115,A00000866,Debit,Cash Withdrawal,14.6,32876.3,Payment on Statement,,,2015,1,31,2015-01-31,09:01:04,2015-01-31T09:01:04,2015-01-31
135177,T03530977,A00000022,Credit,,148.0,30469.0,Interest Credited,,,2015,1,31,2015-01-31,15:32:53,2015-01-31T15:32:53,2015-01-31
136004,T00252958,A00000866,Debit,Remittance to Another Bank,3844.0,29032.3, ,U.S. Bancorp,70676672.0,2015,2,5,2015-02-05,13:60:38,2015-02-05T13:60:38,2015-02-05
137148,T00252886,A00000866,Debit,Remittance to Another Bank,504.0,28528.3,Insurance Payment,Bank of America,94022661.0,2015,2,8,2015-02-08,14:16:05,2015-02-08T14:16:05,2015-02-08
137149,T00252742,A00000866,Debit,Remittance to Another Bank,465.0,28063.3,Household,State Street Corp.,81990486.0,2015,2,8,2015-02-08,10:53:11,2015-02-08T10:53:11,2015-02-08
137795,T00005254,A00000022,Debit,Remittance to Another Bank,6352.0,24102.4,Household,Capital One,34691494.0,2015,2,10,2015-02-10,13:16:16,2015-02-10T13:16:16,2015-02-10
137864,T00252814,A00000866,Debit,Remittance to Another Bank,38.0,28025.3, ,Citigroup,26753026.0,2015,2,10,2015-02-10,16:28:09,2015-02-10T16:28:09,2015-02-10
138260,T00252670,A00000866,Credit,Credit in Cash,12644.0,40669.3,,,,2015,2,11,2015-02-11,08:35:47,2015-02-11T08:35:47,2015-02-11
138675,T00005194,A00000022,Credit,Credit in Cash,16873.0,40975.4,,,,2015,2,12,2015-02-12,09:06:53,2015-02-12T09:06:53,2015-02-12
139830,T00005412,A00000022,Debit,Cash Withdrawal,10600.0,30375.4,,,,2015,2,16,2015-02-16,11:21:33,2015-02-16T11:21:33,2015-02-16
140101,T00005325,A00000022,Debit,Cash Withdrawal,2200.0,28175.4,,,,2015,2,19,2015-02-19,16:01:60,2015-02-19T16:01:60,2015-02-19
141160,T03558823,A00000866,Credit,,155.0,40824.2,Interest Credited,,,2015,2,28,2015-02-28,14:60:32,2015-02-28T14:60:32,2015-02-28
143053,T00005356,A00000022,Debit,Cash Withdrawal,14.6,28290.5,Payment on Statement,,,2015,2,28,2015-02-28,16:09:42,2015-02-28T16:09:42,2015-02-28
143789,T00253116,A00000866,Debit,Cash Withdrawal,14.6,40809.6,Payment on Statement,,,2015,2,28,2015-02-28,08:12:23,2015-02-28T08:12:23,2015-02-28
143846,T03530978,A00000022,Credit,,129.7,28305.1,Interest Credited,,,2015,2,28,2015-02-28,10:43:19,2015-02-28T10:43:19,2015-02-28
144087,T00253187,A00000866,Debit,Cash Withdrawal,3600.0,37209.6,,,,2015,3,1,2015-03-01,15:34:12,2015-03-01T15:34:12,2015-03-01
144762,T00252959,A00000866,Debit,Remittance to Another Bank,3844.0,33365.6, ,U.S. Bancorp,70676672.0,2015,3,5,2015-03-05,15:50:24,2015-03-05T15:50:24,2015-03-05
145958,T00252743,A00000866,Debit,Remittance to Another Bank,465.0,32396.6,Household,State Street Corp.,81990486.0,2015,3,8,2015-03-08,12:33:43,2015-03-08T12:33:43,2015-03-08
145960,T00252887,A00000866,Debit,Remittance to Another Bank,504.0,32861.6,Insurance Payment,Bank of America,94022661.0,2015,3,8,2015-03-08,15:55:52,2015-03-08T15:55:52,2015-03-08
146645,T00005255,A00000022,Debit,Remittance to Another Bank,6352.0,21938.5,Household,Capital One,34691494.0,2015,3,10,2015-03-10,13:31:05,2015-03-10T13:31:05,2015-03-10
146725,T00252815,A00000866,Debit,Remittance to Another Bank,38.0,32358.6, ,Citigroup,26753026.0,2015,3,10,2015-03-10,13:37:35,2015-03-10T13:37:35,2015-03-10
147106,T00252671,A00000866,Credit,Credit in Cash,12644.0,45002.6,,,,2015,3,11,2015-03-11,15:36:45,2015-03-11T15:36:45,2015-03-11
147539,T00005195,A00000022,Credit,Credit in Cash,16873.0,38811.5,,,,2015,3,12,2015-03-12,13:45:28,2015-03-12T13:45:28,2015-03-12
148924,T00005413,A00000022,Debit,Cash Withdrawal,6700.0,32111.5,,,,2015,3,18,2015-03-18,12:10:46,2015-03-18T12:10:46,2015-03-18
150401,T03558824,A00000866,Credit,,173.4,45176.0,Interest Credited,,,2015,3,31,2015-03-31,16:57:45,2015-03-31T16:57:45,2015-03-31
152348,T00005357,A00000022,Debit,Cash Withdrawal,14.6,32230.3,Payment on Statement,,,2015,3,31,2015-03-31,12:04:46,2015-03-31T12:04:46,2015-03-31
153086,T00253117,A00000866,Debit,Cash Withdrawal,14.6,35661.4,Payment on Statement,,,2015,3,31,2015-03-31,14:56:14,2015-03-31T14:56:14,2015-03-31
153088,T00253188,A00000866,Debit,Cash Withdrawal,9500.0,35676.0,,,,2015,3,31,2015-03-31,08:22:39,2015-03-31T08:22:39,2015-03-31
153160,T03530979,A00000022,Credit,,133.5,32244.9,Interest Credited,,,2015,3,31,2015-03-31,11:45:43,2015-03-31T11:45:43,2015-03-31
153621,T00435256,A00001479,Credit,Credit in Cash,700.0,700.0,,,,2015,4,4,2015-04-04,08:02:41,2015-04-04T08:02:41,2015-04-04
154071,T00252960,A00000866,Debit,Remittance to Another Bank,3844.0,31817.4, ,U.S. Bancorp,70676672.0,2015,4,5,2015-04-05,14:44:10,2015-04-05T14:44:10,2015-04-05
154264,T00435260,A00001479,Credit,Collection from Another Bank,3244.0,3944.0,,Wells Fargo & Co.,79756843.0,2015,4,6,2015-04-06,16:19:27,2015-04-06T16:19:27,2015-04-06
155315,T00252888,A00000866,Debit,Remittance to Another Bank,504.0,30848.4,Insurance Payment,Bank of America,94022661.0,2015,4,8,2015-04-08,08:00:00,2015-04-08T08:00:00,2015-04-08
155318,T00252744,A00000866,Debit,Remittance to Another Bank,465.0,31352.4,Household,State Street Corp.,81990486.0,2015,4,8,2015-04-08,15:10:60,2015-04-08T15:10:60,2015-04-08
156025,T00005256,A00000022,Debit,Remittance to Another Bank,6352.0,25878.3,Household,Capital One,34691494.0,2015,4,10,2015-04-10,09:04:24,2015-04-10T09:04:24,2015-04-10
156100,T00252816,A00000866,Debit,Remittance to Another Bank,38.0,30810.4, ,Citigroup,26753026.0,2015,4,10,2015-04-10,11:06:13,2015-04-10T11:06:13,2015-04-10
156498,T00252672,A00000866,Credit,Credit in Cash,12644.0,43454.4,,,,2015,4,11,2015-04-11,10:25:43,2015-04-11T10:25:43,2015-04-11
156950,T00005196,A00000022,Credit,Credit in Cash,16873.0,42751.3,,,,2015,4,12,2015-04-12,14:40:20,2015-04-12T14:40:20,2015-04-12
157443,T01424226,A00004852,Credit,Credit in Cash,400.0,400.0,,,,2015,4,13,2015-04-13,12:37:45,2015-04-13T12:37:45,2015-04-13
158271,T00005414,A00000022,Debit,Cash Withdrawal,12100.0,30651.3,,,,2015,4,17,2015-04-17,10:36:29,2015-04-17T10:36:29,2015-04-17
159673,T03579069,A00001479,Credit,,13.7,3957.7,Interest Credited,,,2015,4,30,2015-04-30,14:45:24,2015-04-30T14:45:24,2015-04-30
159837,T03558825,A00000866,Credit,,165.9,43620.3,Interest Credited,,,2015,4,30,2015-04-30,16:35:54,2015-04-30T16:35:54,2015-04-30
161826,T00005358,A00000022,Debit,Cash Withdrawal,14.6,30775.1,Payment on Statement,,,2015,4,30,2015-04-30,11:20:50,2015-04-30T11:20:50,2015-04-30
162600,T00253118,A00000866,Debit,Cash Withdrawal,14.6,43605.7,Payment on Statement,,,2015,4,30,2015-04-30,09:17:47,2015-04-30T09:17:47,2015-04-30
162601,T00253189,A00000866,Debit,Cash Withdrawal,9200.0,34405.7,,,,2015,4,30,2015-04-30,12:13:49,2015-04-30T12:13:49,2015-04-30
162671,T03530980,A00000022,Credit,,138.4,30789.7,Interest Credited,,,2015,4,30,2015-04-30,16:34:58,2015-04-30T16:34:58,2015-04-30
163166,T00435453,A00001479,Credit,Credit in Cash,9600.0,13557.7,,,,2015,5,4,2015-05-04,15:58:37,2015-05-04T15:58:37,2015-05-04
163657,T00252961,A00000866,Debit,Remittance to Another Bank,3844.0,30561.7, ,U.S. Bancorp,70676672.0,2015,5,5,2015-05-05,11:10:52,2015-05-05T11:10:52,2015-05-05
163848,T00435261,A00001479,Credit,Collection from Another Bank,3244.0,16801.7,,Wells Fargo & Co.,79756843.0,2015,5,6,2015-05-06,10:00:10,2015-05-06T10:00:10,2015-05-06
164946,T00252889,A00000866,Debit,Remittance to Another Bank,504.0,29592.7,Insurance Payment,Bank of America,94022661.0,2015,5,8,2015-05-08,08:14:17,2015-05-08T08:14:17,2015-05-08
164947,T00252745,A00000866,Debit,Remittance to Another Bank,465.0,30096.7,Household,State Street Corp.,81990486.0,2015,5,8,2015-05-08,14:57:28,2015-05-08T14:57:28,2015-05-08
165668,T00005257,A00000022,Debit,Remittance to Another Bank,6352.0,24423.1,Household,Capital One,34691494.0,2015,5,10,2015-05-10,13:35:28,2015-05-10T13:35:28,2015-05-10
165748,T00252817,A00000866,Debit,Remittance to Another Bank,38.0,29554.7, ,Citigroup,26753026.0,2015,5,10,2015-05-10,11:32:08,2015-05-10T11:32:08,2015-05-10
166156,T00252673,A00000866,Credit,Credit in Cash,12644.0,42198.7,,,,2015,5,11,2015-05-11,11:05:14,2015-05-11T11:05:14,2015-05-11
166611,T00005197,A00000022,Credit,Credit in Cash,16873.0,41296.1,,,,2015,5,12,2015-05-12,16:41:18,2015-05-12T16:41:18,2015-05-12
166660,T01424231,A00004852,Credit,Credit in Cash,7191.0,7591.0,,,,2015,5,12,2015-05-12,11:32:46,2015-05-12T11:32:46,2015-05-12
167122,T01424468,A00004852,Credit,Credit in Cash,9400.0,16991.0,,,,2015,5,13,2015-05-13,16:45:57,2015-05-13T16:45:57,2015-05-13
167999,T00005415,A00000022,Debit,Cash Withdrawal,9200.0,32096.1,,,,2015,5,17,2015-05-17,08:10:39,2015-05-17T08:10:39,2015-05-17
169273,T00253190,A00000866,Debit,Cash Withdrawal,7200.0,34998.7,,,,2015,5,30,2015-05-30,14:18:14,2015-05-30T14:18:14,2015-05-30
169540,T03579070,A00001479,Credit,,61.4,16863.1,Interest Credited,,,2015,5,31,2015-05-31,10:55:55,2015-05-31T10:55:55,2015-05-31
169704,T03558826,A00000866,Credit,,160.4,35159.1,Interest Credited,,,2015,5,31,2015-05-31,09:57:43,2015-05-31T09:57:43,2015-05-31
171738,T00005359,A00000022,Debit,Cash Withdrawal,14.6,32219.3,Payment on Statement,,,2015,5,31,2015-05-31,16:42:00,2015-05-31T16:42:00,2015-05-31
